-0.50000 	0 	0.0000 	0
-0.49950 	0 	0.0000 	0
-0.49900 	0 	0.0000 	0
-0.49850 	0 	0.0000 	0
-0.49800 	0 	0.0000 	0
-0.49750 	0 	0.0000 	0
-0.49700 	0 	0.0000 	0
-0.49650 	0 	0.0000 	0
-0.49600 	0 	0.0000 	0
-0.49550 	0 	0.0000 	0
-0.49500 	0 	0.0000 	0
-0.49450 	0 	0.0000 	0
-0.49400 	0 	0.0000 	0
-0.49350 	0 	0.0000 	0
-0.49300 	0 	0.0000 	0
-0.49250 	0 	0.0000 	0
-0.49200 	0 	0.0000 	0
-0.49150 	0 	0.0000 	0
-0.49100 	0 	0.0000 	0
-0.49050 	0 	0.0000 	0
-0.49000 	0 	0.0000 	0
-0.48950 	0 	0.0000 	0
-0.48900 	0 	0.0000 	0
-0.48850 	0 	0.0000 	0
-0.48800 	0 	0.0000 	0
-0.48750 	0 	0.0000 	0
-0.48700 	0 	0.0000 	0
-0.48650 	0 	0.0000 	0
-0.48600 	0 	0.0000 	0
-0.48550 	0 	0.0000 	0
-0.48500 	0 	0.0000 	0
-0.48450 	0 	0.0000 	0
-0.48400 	0 	0.0000 	0
-0.48350 	0 	0.0000 	0
-0.48300 	0 	0.0000 	0
-0.48250 	0 	0.0000 	0
-0.48200 	0 	0.0000 	0
-0.48150 	0 	0.0000 	0
-0.48100 	0 	0.0000 	0
-0.48050 	0 	0.0000 	0
-0.48000 	0 	0.0000 	0
-0.47950 	0 	0.0000 	0
-0.47900 	0 	0.0000 	0
-0.47850 	0 	0.0000 	0
-0.47800 	0 	0.0000 	0
-0.47750 	0 	0.0000 	0
-0.47700 	0 	0.0000 	0
-0.47650 	0 	0.0000 	0
-0.47600 	0 	0.0000 	0
-0.47550 	0 	0.0000 	0
-0.47500 	0 	0.0000 	0
-0.47450 	0 	0.0000 	0
-0.47400 	0 	0.0000 	0
-0.47350 	0 	0.0000 	0
-0.47300 	0 	0.0000 	0
-0.47250 	0 	0.0000 	0
-0.47200 	0 	0.0000 	0
-0.47150 	0 	0.0000 	0
-0.47100 	0 	0.0000 	0
-0.47050 	0 	0.0000 	0
-0.47000 	0 	0.0000 	0
-0.46950 	0 	0.0000 	0
-0.46900 	0 	0.0000 	0
-0.46850 	0 	0.0000 	0
-0.46800 	0 	0.0000 	0
-0.46750 	0 	0.0000 	0
-0.46700 	0 	0.0000 	0
-0.46650 	0 	0.0000 	0
-0.46600 	0 	0.0000 	0
-0.46550 	0 	0.0000 	0
-0.46500 	0 	0.0000 	0
-0.46450 	0 	0.0000 	0
-0.46400 	0 	0.0000 	0
-0.46350 	0 	0.0000 	0
-0.46300 	0 	0.0000 	0
-0.46250 	0 	0.0000 	0
-0.46200 	0 	0.0000 	0
-0.46150 	0 	0.0000 	0
-0.46100 	0 	0.0000 	0
-0.46050 	0 	0.0000 	0
-0.46000 	0 	0.0000 	0
-0.45950 	0 	0.0000 	0
-0.45900 	0 	0.0000 	0
-0.45850 	0 	0.0000 	0
-0.45800 	0 	0.0000 	0
-0.45750 	0 	0.0000 	0
-0.45700 	0 	0.0000 	0
-0.45650 	0 	0.0000 	0
-0.45600 	0 	0.0000 	0
-0.45550 	0 	0.0000 	0
-0.45500 	0 	0.0000 	0
-0.45450 	0 	0.0000 	0
-0.45400 	0 	0.0000 	0
-0.45350 	0 	0.0000 	0
-0.45300 	0 	0.0000 	0
-0.45250 	0 	0.0000 	0
-0.45200 	0 	0.0000 	0
-0.45150 	0 	0.0000 	0
-0.45100 	0 	0.0000 	0
-0.45050 	0 	0.0000 	0
-0.45000 	0 	0.0000 	0
-0.44950 	0 	0.0000 	0
-0.44900 	0 	0.0000 	0
-0.44850 	0 	0.0000 	0
-0.44800 	0 	0.0000 	0
-0.44750 	0 	0.0000 	0
-0.44700 	0 	0.0000 	0
-0.44650 	0 	0.0000 	0
-0.44600 	0 	0.0000 	0
-0.44550 	0 	0.0000 	0
-0.44500 	0 	0.0000 	0
-0.44450 	0 	0.0000 	0
-0.44400 	0 	0.0000 	0
-0.44350 	0 	0.0000 	0
-0.44300 	0 	0.0000 	0
-0.44250 	0 	0.0000 	0
-0.44200 	0 	0.0000 	0
-0.44150 	0 	0.0000 	0
-0.44100 	0 	0.0000 	0
-0.44050 	0 	0.0000 	0
-0.44000 	0 	0.0000 	0
-0.43950 	0 	0.0000 	0
-0.43900 	0 	0.0000 	0
-0.43850 	0 	0.0000 	0
-0.43800 	0 	0.0000 	0
-0.43750 	0 	0.0000 	0
-0.43700 	0 	0.0000 	0
-0.43650 	0 	0.0000 	0
-0.43600 	0 	0.0000 	0
-0.43550 	0 	0.0000 	0
-0.43500 	0 	0.0000 	0
-0.43450 	0 	0.0000 	0
-0.43400 	0 	0.0000 	0
-0.43350 	0 	0.0000 	0
-0.43300 	0 	0.0000 	0
-0.43250 	0 	0.0000 	0
-0.43200 	0 	0.0000 	0
-0.43150 	0 	0.0000 	0
-0.43100 	0 	0.0000 	0
-0.43050 	0 	0.0000 	0
-0.43000 	0 	0.0000 	0
-0.42950 	0 	0.0000 	0
-0.42900 	0 	0.0000 	0
-0.42850 	0 	0.0000 	0
-0.42800 	0 	0.0000 	0
-0.42750 	0 	0.0000 	0
-0.42700 	0 	0.0000 	0
-0.42650 	0 	0.0000 	0
-0.42600 	0 	0.0000 	0
-0.42550 	0 	0.0000 	0
-0.42500 	0 	0.0000 	0
-0.42450 	0 	0.0000 	0
-0.42400 	0 	0.0000 	0
-0.42350 	0 	0.0000 	0
-0.42300 	0 	0.0000 	0
-0.42250 	0 	0.0000 	0
-0.42200 	0 	0.0000 	0
-0.42150 	0 	0.0000 	0
-0.42100 	0 	0.0000 	0
-0.42050 	0 	0.0000 	0
-0.42000 	0 	0.0000 	0
-0.41950 	0 	0.0000 	0
-0.41900 	0 	0.0000 	0
-0.41850 	0 	0.0000 	0
-0.41800 	0 	0.0000 	0
-0.41750 	0 	0.0000 	0
-0.41700 	0 	0.0000 	0
-0.41650 	0 	0.0000 	0
-0.41600 	0 	0.0000 	0
-0.41550 	0 	0.0000 	0
-0.41500 	0 	0.0000 	0
-0.41450 	0 	0.0000 	0
-0.41400 	0 	0.0000 	0
-0.41350 	0 	0.0000 	0
-0.41300 	0 	0.0000 	0
-0.41250 	0 	0.0000 	0
-0.41200 	0 	0.0000 	0
-0.41150 	0 	0.0000 	0
-0.41100 	0 	0.0000 	0
-0.41050 	0 	0.0000 	0
-0.41000 	0 	0.0000 	0
-0.40950 	0 	0.0000 	0
-0.40900 	0 	0.0000 	0
-0.40850 	0 	0.0000 	0
-0.40800 	0 	0.0000 	0
-0.40750 	0 	0.0000 	0
-0.40700 	0 	0.0000 	0
-0.40650 	0 	0.0000 	0
-0.40600 	0 	0.0000 	0
-0.40550 	0 	0.0000 	0
-0.40500 	0 	0.0000 	0
-0.40450 	0 	0.0000 	0
-0.40400 	0 	0.0000 	0
-0.40350 	0 	0.0000 	0
-0.40300 	0 	0.0000 	0
-0.40250 	0 	0.0000 	0
-0.40200 	0 	0.0000 	0
-0.40150 	0 	0.0000 	0
-0.40100 	0 	0.0000 	0
-0.40050 	0 	0.0000 	0
-0.40000 	0 	0.0000 	0
-0.39950 	0 	0.0000 	0
-0.39900 	0 	0.0000 	0
-0.39850 	0 	0.0000 	0
-0.39800 	0 	0.0000 	0
-0.39750 	0 	0.0000 	0
-0.39700 	0 	0.0000 	0
-0.39650 	0 	0.0000 	0
