#
# ABINIT package : DOS file  
#
# nsppol = 1, nkpt = 5472, nband(1)=  40
# Tetrahedron method
# For identification : eigen(1:3)=  -3.605  -3.605  -2.692
#
# Fermi energy :       0.29261715
#
# The local DOS (in electrons/Hartree for one atomic sphere)
# and integrated local DOS (in electrons for one atomic sphere) are computed.
# at  9401 energies (in Hartree) covering the interval 
# between   -3.7000 and    1.0000 Hartree by steps of  0.00050 Hartree.
#
# energy(Ha)     DOS  integrated DOS
   -3.67400     0.0000     0.0000
   -3.67350     0.0000     0.0000
   -3.67300     0.0000     0.0000
   -3.67250     0.0000     0.0000
   -3.67200     0.0000     0.0000
   -3.67150     0.0000     0.0000
   -3.67100     0.0000     0.0000
   -3.67050     0.0000     0.0000
   -3.67000     0.0000     0.0000
   -3.66950     0.0000     0.0000
   -3.66900     0.0000     0.0000
   -3.66850     0.0000     0.0000
   -3.66800     0.0000     0.0000
   -3.66750     0.0000     0.0000
   -3.66700     0.0000     0.0000
   -3.66650     0.0000     0.0000
   -3.66600     0.0000     0.0000
   -3.66550     0.0000     0.0000
   -3.66500     0.0000     0.0000
   -3.66450     0.0000     0.0000
   -3.66400     0.0000     0.0000
   -3.66350     0.0000     0.0000
   -3.66300     0.0000     0.0000
   -3.66250     0.0000     0.0000
   -3.66200     0.0000     0.0000
   -3.66150     0.0000     0.0000
   -3.66100     0.0000     0.0000
   -3.66050     0.0000     0.0000
   -3.66000     0.0000     0.0000
   -3.65950     0.0000     0.0000
   -3.65900     0.0000     0.0000
   -3.65850     0.0000     0.0000
   -3.65800     0.0000     0.0000
   -3.65750     0.0000     0.0000
   -3.65700     0.0000     0.0000
   -3.65650     0.0000     0.0000
   -3.65600     0.0000     0.0000
   -3.65550     0.0000     0.0000
   -3.65500     0.0000     0.0000
   -3.65450     0.0000     0.0000
   -3.65400     0.0000     0.0000
   -3.65350     0.0000     0.0000
   -3.65300     0.0000     0.0000
   -3.65250     0.0000     0.0000
   -3.65200     0.0000     0.0000
   -3.65150     0.0000     0.0000
   -3.65100     0.0000     0.0000
   -3.65050     0.0000     0.0000
   -3.65000     0.0000     0.0000
   -3.64950     0.0000     0.0000
   -3.64900     0.0000     0.0000
   -3.64850     0.0000     0.0000
   -3.64800     0.0000     0.0000
   -3.64750     0.0000     0.0000
   -3.64700     0.0000     0.0000
   -3.64650     0.0000     0.0000
   -3.64600     0.0000     0.0000
   -3.64550     0.0000     0.0000
   -3.64500     0.0000     0.0000
   -3.64450     0.0000     0.0000
   -3.64400     0.0000     0.0000
   -3.64350     0.0000     0.0000
   -3.64300     0.0000     0.0000
   -3.64250     0.0000     0.0000
   -3.64200     0.0000     0.0000
   -3.64150     0.0000     0.0000
   -3.64100     0.0000     0.0000
   -3.64050     0.0000     0.0000
   -3.64000     0.0000     0.0000
   -3.63950     0.0000     0.0000
   -3.63900     0.0000     0.0000
   -3.63850     0.0000     0.0000
   -3.63800     0.0000     0.0000
   -3.63750     0.0000     0.0000
   -3.63700     0.0000     0.0000
   -3.63650     0.0000     0.0000
   -3.63600     0.0000     0.0000
   -3.63550     0.0000     0.0000
   -3.63500     0.0000     0.0000
   -3.63450     0.0000     0.0000
   -3.63400     0.0000     0.0000
   -3.63350     0.0000     0.0000
   -3.63300     0.0000     0.0000
   -3.63250     0.0000     0.0000
   -3.63200     0.0000     0.0000
   -3.63150     0.0000     0.0000
   -3.63100     0.0000     0.0000
   -3.63050     0.0000     0.0000
   -3.63000     0.0000     0.0000
   -3.62950     0.0000     0.0000
   -3.62900     0.0000     0.0000
   -3.62850     0.0000     0.0000
   -3.62800     0.0000     0.0000
   -3.62750     0.0000     0.0000
   -3.62700     0.0000     0.0000
   -3.62650     0.0000     0.0000
   -3.62600     0.0000     0.0000
   -3.62550     0.0000     0.0000
   -3.62500     0.0000     0.0000
   -3.62450     0.0000     0.0000
   -3.62400     0.0000     0.0000
   -3.62350     0.0000     0.0000
   -3.62300     0.0000     0.0000
   -3.62250     0.0000     0.0000
   -3.62200     0.0000     0.0000
   -3.62150     0.0000     0.0000
   -3.62100     0.0000     0.0000
   -3.62050     0.0000     0.0000
   -3.62000     0.0000     0.0000
   -3.61950     0.0000     0.0000
   -3.61900     0.0001     0.0000
   -3.61850     0.0001     0.0000
   -3.61800     0.0002     0.0000
   -3.61750     0.0004     0.0000
   -3.61700     0.0007     0.0000
   -3.61650     0.0011     0.0000
   -3.61600     0.0018     0.0000
   -3.61550     0.0028     0.0000
   -3.61500     0.0043     0.0000
   -3.61450     0.0064     0.0000
   -3.61400     0.0094     0.0000
   -3.61350     0.0135     0.0000
   -3.61300     0.0191     0.0000
   -3.61250     0.0264     0.0000
   -3.61200     0.0358     0.0000
   -3.61150     0.0475     0.0000
   -3.61100     0.0619     0.0000
   -3.61050     0.0791     0.0000
   -3.61000     0.0990     0.0000
   -3.60950     0.1214     0.0000
   -3.60900     0.1460     0.0000
   -3.60850     0.1720     0.0000
   -3.60800     0.1987     0.0000
   -3.60750     0.2250     0.0000
   -3.60700     0.2498     0.0000
   -3.60650     0.2718     0.0000
   -3.60600     0.2898     0.0000
   -3.60550     0.3030     0.0000
   -3.60500  1468.2485     0.2043
   -3.60450     0.3118     2.0000
   -3.60400     0.3070     2.0000
   -3.60350     0.2962     2.0000
   -3.60300     0.2802     2.0000
   -3.60250     0.2598     2.0000
   -3.60200     0.2361     2.0000
   -3.60150     0.2103     2.0000
   -3.60100     0.1836     2.0000
   -3.60050     0.1572     2.0000
   -3.60000     0.1318     2.0000
   -3.59950     0.1084     2.0000
   -3.59900     0.0874     2.0000
   -3.59850     0.0690     2.0000
   -3.59800     0.0535     2.0000
   -3.59750     0.0406     2.0000
   -3.59700     0.0302     2.0000
   -3.59650     0.0220     2.0000
   -3.59600     0.0157     2.0000
   -3.59550     0.0110     2.0000
   -3.59500     0.0076     2.0000
   -3.59450     0.0051     2.0000
   -3.59400     0.0034     2.0000
   -3.59350     0.0022     2.0000
   -3.59300     0.0014     2.0000
   -3.59250     0.0009     2.0000
   -3.59200     0.0005     2.0000
   -3.59150     0.0003     2.0000
   -3.59100     0.0002     2.0000
   -3.59050     0.0001     2.0000
   -3.59000     0.0001     2.0000
   -3.58950     0.0000     2.0000
   -3.58900     0.0000     2.0000
   -3.58850     0.0000     2.0000
   -3.58800     0.0000     2.0000
   -3.58750     0.0000     2.0000
   -3.58700     0.0000     2.0000
   -3.58650     0.0000     2.0000
   -3.58600     0.0000     2.0000
   -3.58550     0.0000     2.0000
   -3.58500     0.0000     2.0000
   -3.58450     0.0000     2.0000
   -3.58400     0.0000     2.0000
   -3.58350     0.0000     2.0000
   -3.58300     0.0000     2.0000
   -3.58250     0.0000     2.0000
   -3.58200     0.0000     2.0000
   -3.58150     0.0000     2.0000
   -3.58100     0.0000     2.0000
   -3.58050     0.0000     2.0000
   -3.58000     0.0000     2.0000
   -3.57950     0.0000     2.0000
   -3.57900     0.0000     2.0000
   -3.57850     0.0000     2.0000
   -3.57800     0.0000     2.0000
   -3.57750     0.0000     2.0000
   -3.57700     0.0000     2.0000
   -3.57650     0.0000     2.0000
   -3.57600     0.0000     2.0000
   -3.57550     0.0000     2.0000
   -3.57500     0.0000     2.0000
   -3.57450     0.0000     2.0000
   -3.57400     0.0000     2.0000
   -3.57350     0.0000     2.0000
   -3.57300     0.0000     2.0000
   -3.57250     0.0000     2.0000
   -3.57200     0.0000     2.0000
   -3.57150     0.0000     2.0000
   -3.57100     0.0000     2.0000
   -3.57050     0.0000     2.0000
   -3.57000     0.0000     2.0000
   -3.56950     0.0000     2.0000
   -3.56900     0.0000     2.0000
   -3.56850     0.0000     2.0000
   -3.56800     0.0000     2.0000
   -3.56750     0.0000     2.0000
   -3.56700     0.0000     2.0000
   -3.56650     0.0000     2.0000
   -3.56600     0.0000     2.0000
   -3.56550     0.0000     2.0000
   -3.56500     0.0000     2.0000
   -3.56450     0.0000     2.0000
   -3.56400     0.0000     2.0000
   -3.56350     0.0000     2.0000
   -3.56300     0.0000     2.0000
   -3.56250     0.0000     2.0000
   -3.56200     0.0000     2.0000
   -3.56150     0.0000     2.0000
   -3.56100     0.0000     2.0000
   -3.56050     0.0000     2.0000
   -3.56000     0.0000     2.0000
   -3.55950     0.0000     2.0000
   -3.55900     0.0000     2.0000
   -3.55850     0.0000     2.0000
   -3.55800     0.0000     2.0000
   -3.55750     0.0000     2.0000
   -3.55700     0.0000     2.0000
   -3.55650     0.0000     2.0000
   -3.55600     0.0000     2.0000
   -3.55550     0.0000     2.0000
   -3.55500     0.0000     2.0000
   -3.55450     0.0000     2.0000
   -3.55400     0.0000     2.0000
   -3.55350     0.0000     2.0000
   -3.55300     0.0000     2.0000
   -3.55250     0.0000     2.0000
   -3.55200     0.0000     2.0000
   -3.55150     0.0000     2.0000
   -3.55100     0.0000     2.0000
   -3.55050     0.0000     2.0000
   -3.55000     0.0000     2.0000
   -3.54950     0.0000     2.0000
   -3.54900     0.0000     2.0000
   -3.54850     0.0000     2.0000
   -3.54800     0.0000     2.0000
   -3.54750     0.0000     2.0000
   -3.54700     0.0000     2.0000
   -3.54650     0.0000     2.0000
   -3.54600     0.0000     2.0000
   -3.54550     0.0000     2.0000
   -3.54500     0.0000     2.0000
   -3.54450     0.0000     2.0000
   -3.54400     0.0000     2.0000
   -3.54350     0.0000     2.0000
   -3.54300     0.0000     2.0000
   -3.54250     0.0000     2.0000
   -3.54200     0.0000     2.0000
   -3.54150     0.0000     2.0000
   -3.54100     0.0000     2.0000
   -3.54050     0.0000     2.0000
   -3.54000     0.0000     2.0000
   -3.53950     0.0000     2.0000
   -3.53900     0.0000     2.0000
   -3.53850     0.0000     2.0000
   -3.53800     0.0000     2.0000
   -3.53750     0.0000     2.0000
   -3.53700     0.0000     2.0000
   -3.53650     0.0000     2.0000
   -3.53600     0.0000     2.0000
   -3.53550     0.0000     2.0000
   -3.53500     0.0000     2.0000
   -3.53450     0.0000     2.0000
   -3.53400     0.0000     2.0000
   -3.53350     0.0000     2.0000
   -3.53300     0.0000     2.0000
   -3.53250     0.0000     2.0000
   -3.53200     0.0000     2.0000
   -3.53150     0.0000     2.0000
   -3.53100     0.0000     2.0000
   -3.53050     0.0000     2.0000
   -3.53000     0.0000     2.0000
   -3.52950     0.0000     2.0000
   -3.52900     0.0000     2.0000
   -3.52850     0.0000     2.0000
   -3.52800     0.0000     2.0000
   -3.52750     0.0000     2.0000
   -3.52700     0.0000     2.0000
   -3.52650     0.0000     2.0000
   -3.52600     0.0000     2.0000
   -3.52550     0.0000     2.0000
   -3.52500     0.0000     2.0000
   -3.52450     0.0000     2.0000
   -3.52400     0.0000     2.0000
   -3.52350     0.0000     2.0000
   -3.52300     0.0000     2.0000
   -3.52250     0.0000     2.0000
   -3.52200     0.0000     2.0000
   -3.52150     0.0000     2.0000
   -3.52100     0.0000     2.0000
   -3.52050     0.0000     2.0000
   -3.52000     0.0000     2.0000
   -3.51950     0.0000     2.0000
   -3.51900     0.0000     2.0000
   -3.51850     0.0000     2.0000
   -3.51800     0.0000     2.0000
   -3.51750     0.0000     2.0000
   -3.51700     0.0000     2.0000
   -3.51650     0.0000     2.0000
   -3.51600     0.0000     2.0000
   -3.51550     0.0000     2.0000
   -3.51500     0.0000     2.0000
   -3.51450     0.0000     2.0000
   -3.51400     0.0000     2.0000
   -3.51350     0.0000     2.0000
   -3.51300     0.0000     2.0000
   -3.51250     0.0000     2.0000
   -3.51200     0.0000     2.0000
   -3.51150     0.0000     2.0000
   -3.51100     0.0000     2.0000
   -3.51050     0.0000     2.0000
   -3.51000     0.0000     2.0000
   -3.50950     0.0000     2.0000
   -3.50900     0.0000     2.0000
   -3.50850     0.0000     2.0000
   -3.50800     0.0000     2.0000
   -3.50750     0.0000     2.0000
   -3.50700     0.0000     2.0000
   -3.50650     0.0000     2.0000
   -3.50600     0.0000     2.0000
   -3.50550     0.0000     2.0000
   -3.50500     0.0000     2.0000
   -3.50450     0.0000     2.0000
   -3.50400     0.0000     2.0000
   -3.50350     0.0000     2.0000
   -3.50300     0.0000     2.0000
   -3.50250     0.0000     2.0000
   -3.50200     0.0000     2.0000
   -3.50150     0.0000     2.0000
   -3.50100     0.0000     2.0000
   -3.50050     0.0000     2.0000
   -3.50000     0.0000     2.0000
   -3.49950     0.0000     2.0000
   -3.49900     0.0000     2.0000
   -3.49850     0.0000     2.0000
   -3.49800     0.0000     2.0000
   -3.49750     0.0000     2.0000
   -3.49700     0.0000     2.0000
   -3.49650     0.0000     2.0000
   -3.49600     0.0000     2.0000
   -3.49550     0.0000     2.0000
   -3.49500     0.0000     2.0000
   -3.49450     0.0000     2.0000
   -3.49400     0.0000     2.0000
   -3.49350     0.0000     2.0000
   -3.49300     0.0000     2.0000
   -3.49250     0.0000     2.0000
   -3.49200     0.0000     2.0000
   -3.49150     0.0000     2.0000
   -3.49100     0.0000     2.0000
   -3.49050     0.0000     2.0000
   -3.49000     0.0000     2.0000
   -3.48950     0.0000     2.0000
   -3.48900     0.0000     2.0000
   -3.48850     0.0000     2.0000
   -3.48800     0.0000     2.0000
   -3.48750     0.0000     2.0000
   -3.48700     0.0000     2.0000
   -3.48650     0.0000     2.0000
   -3.48600     0.0000     2.0000
   -3.48550     0.0000     2.0000
   -3.48500     0.0000     2.0000
   -3.48450     0.0000     2.0000
   -3.48400     0.0000     2.0000
   -3.48350     0.0000     2.0000
   -3.48300     0.0000     2.0000
   -3.48250     0.0000     2.0000
   -3.48200     0.0000     2.0000
   -3.48150     0.0000     2.0000
   -3.48100     0.0000     2.0000
   -3.48050     0.0000     2.0000
   -3.48000     0.0000     2.0000
   -3.47950     0.0000     2.0000
   -3.47900     0.0000     2.0000
   -3.47850     0.0000     2.0000
   -3.47800     0.0000     2.0000
   -3.47750     0.0000     2.0000
   -3.47700     0.0000     2.0000
   -3.47650     0.0000     2.0000
   -3.47600     0.0000     2.0000
   -3.47550     0.0000     2.0000
   -3.47500     0.0000     2.0000
   -3.47450     0.0000     2.0000
   -3.47400     0.0000     2.0000
   -3.47350     0.0000     2.0000
   -3.47300     0.0000     2.0000
   -3.47250     0.0000     2.0000
   -3.47200     0.0000     2.0000
   -3.47150     0.0000     2.0000
   -3.47100     0.0000     2.0000
   -3.47050     0.0000     2.0000
   -3.47000     0.0000     2.0000
   -3.46950     0.0000     2.0000
   -3.46900     0.0000     2.0000
   -3.46850     0.0000     2.0000
   -3.46800     0.0000     2.0000
   -3.46750     0.0000     2.0000
   -3.46700     0.0000     2.0000
   -3.46650     0.0000     2.0000
   -3.46600     0.0000     2.0000
   -3.46550     0.0000     2.0000
   -3.46500     0.0000     2.0000
   -3.46450     0.0000     2.0000
   -3.46400     0.0000     2.0000
   -3.46350     0.0000     2.0000
   -3.46300     0.0000     2.0000
   -3.46250     0.0000     2.0000
   -3.46200     0.0000     2.0000
   -3.46150     0.0000     2.0000
   -3.46100     0.0000     2.0000
   -3.46050     0.0000     2.0000
   -3.46000     0.0000     2.0000
   -3.45950     0.0000     2.0000
   -3.45900     0.0000     2.0000
   -3.45850     0.0000     2.0000
   -3.45800     0.0000     2.0000
   -3.45750     0.0000     2.0000
   -3.45700     0.0000     2.0000
   -3.45650     0.0000     2.0000
   -3.45600     0.0000     2.0000
   -3.45550     0.0000     2.0000
   -3.45500     0.0000     2.0000
   -3.45450     0.0000     2.0000
   -3.45400     0.0000     2.0000
   -3.45350     0.0000     2.0000
   -3.45300     0.0000     2.0000
   -3.45250     0.0000     2.0000
   -3.45200     0.0000     2.0000
   -3.45150     0.0000     2.0000
   -3.45100     0.0000     2.0000
   -3.45050     0.0000     2.0000
   -3.45000     0.0000     2.0000
   -3.44950     0.0000     2.0000
   -3.44900     0.0000     2.0000
   -3.44850     0.0000     2.0000
   -3.44800     0.0000     2.0000
   -3.44750     0.0000     2.0000
   -3.44700     0.0000     2.0000
   -3.44650     0.0000     2.0000
   -3.44600     0.0000     2.0000
   -3.44550     0.0000     2.0000
   -3.44500     0.0000     2.0000
   -3.44450     0.0000     2.0000
   -3.44400     0.0000     2.0000
   -3.44350     0.0000     2.0000
   -3.44300     0.0000     2.0000
   -3.44250     0.0000     2.0000
   -3.44200     0.0000     2.0000
   -3.44150     0.0000     2.0000
   -3.44100     0.0000     2.0000
   -3.44050     0.0000     2.0000
   -3.44000     0.0000     2.0000
   -3.43950     0.0000     2.0000
   -3.43900     0.0000     2.0000
   -3.43850     0.0000     2.0000
   -3.43800     0.0000     2.0000
   -3.43750     0.0000     2.0000
   -3.43700     0.0000     2.0000
   -3.43650     0.0000     2.0000
   -3.43600     0.0000     2.0000
   -3.43550     0.0000     2.0000
   -3.43500     0.0000     2.0000
   -3.43450     0.0000     2.0000
   -3.43400     0.0000     2.0000
   -3.43350     0.0000     2.0000
   -3.43300     0.0000     2.0000
   -3.43250     0.0000     2.0000
   -3.43200     0.0000     2.0000
   -3.43150     0.0000     2.0000
   -3.43100     0.0000     2.0000
   -3.43050     0.0000     2.0000
   -3.43000     0.0000     2.0000
   -3.42950     0.0000     2.0000
   -3.42900     0.0000     2.0000
   -3.42850     0.0000     2.0000
   -3.42800     0.0000     2.0000
   -3.42750     0.0000     2.0000
   -3.42700     0.0000     2.0000
   -3.42650     0.0000     2.0000
   -3.42600     0.0000     2.0000
   -3.42550     0.0000     2.0000
   -3.42500     0.0000     2.0000
   -3.42450     0.0000     2.0000
   -3.42400     0.0000     2.0000
   -3.42350     0.0000     2.0000
   -3.42300     0.0000     2.0000
   -3.42250     0.0000     2.0000
   -3.42200     0.0000     2.0000
   -3.42150     0.0000     2.0000
   -3.42100     0.0000     2.0000
   -3.42050     0.0000     2.0000
   -3.42000     0.0000     2.0000
   -3.41950     0.0000     2.0000
   -3.41900     0.0000     2.0000
   -3.41850     0.0000     2.0000
   -3.41800     0.0000     2.0000
   -3.41750     0.0000     2.0000
   -3.41700     0.0000     2.0000
   -3.41650     0.0000     2.0000
   -3.41600     0.0000     2.0000
   -3.41550     0.0000     2.0000
   -3.41500     0.0000     2.0000
   -3.41450     0.0000     2.0000
   -3.41400     0.0000     2.0000
   -3.41350     0.0000     2.0000
   -3.41300     0.0000     2.0000
   -3.41250     0.0000     2.0000
   -3.41200     0.0000     2.0000
   -3.41150     0.0000     2.0000
   -3.41100     0.0000     2.0000
   -3.41050     0.0000     2.0000
   -3.41000     0.0000     2.0000
   -3.40950     0.0000     2.0000
   -3.40900     0.0000     2.0000
   -3.40850     0.0000     2.0000
   -3.40800     0.0000     2.0000
   -3.40750     0.0000     2.0000
   -3.40700     0.0000     2.0000
   -3.40650     0.0000     2.0000
   -3.40600     0.0000     2.0000
   -3.40550     0.0000     2.0000
   -3.40500     0.0000     2.0000
   -3.40450     0.0000     2.0000
   -3.40400     0.0000     2.0000
   -3.40350     0.0000     2.0000
   -3.40300     0.0000     2.0000
   -3.40250     0.0000     2.0000
   -3.40200     0.0000     2.0000
   -3.40150     0.0000     2.0000
   -3.40100     0.0000     2.0000
   -3.40050     0.0000     2.0000
   -3.40000     0.0000     2.0000
   -3.39950     0.0000     2.0000
   -3.39900     0.0000     2.0000
   -3.39850     0.0000     2.0000
   -3.39800     0.0000     2.0000
   -3.39750     0.0000     2.0000
   -3.39700     0.0000     2.0000
   -3.39650     0.0000     2.0000
   -3.39600     0.0000     2.0000
   -3.39550     0.0000     2.0000
   -3.39500     0.0000     2.0000
   -3.39450     0.0000     2.0000
   -3.39400     0.0000     2.0000
   -3.39350     0.0000     2.0000
   -3.39300     0.0000     2.0000
   -3.39250     0.0000     2.0000
   -3.39200     0.0000     2.0000
   -3.39150     0.0000     2.0000
   -3.39100     0.0000     2.0000
   -3.39050     0.0000     2.0000
   -3.39000     0.0000     2.0000
   -3.38950     0.0000     2.0000
   -3.38900     0.0000     2.0000
   -3.38850     0.0000     2.0000
   -3.38800     0.0000     2.0000
   -3.38750     0.0000     2.0000
   -3.38700     0.0000     2.0000
   -3.38650     0.0000     2.0000
   -3.38600     0.0000     2.0000
   -3.38550     0.0000     2.0000
   -3.38500     0.0000     2.0000
   -3.38450     0.0000     2.0000
   -3.38400     0.0000     2.0000
   -3.38350     0.0000     2.0000
   -3.38300     0.0000     2.0000
   -3.38250     0.0000     2.0000
   -3.38200     0.0000     2.0000
   -3.38150     0.0000     2.0000
   -3.38100     0.0000     2.0000
   -3.38050     0.0000     2.0000
   -3.38000     0.0000     2.0000
   -3.37950     0.0000     2.0000
   -3.37900     0.0000     2.0000
   -3.37850     0.0000     2.0000
   -3.37800     0.0000     2.0000
   -3.37750     0.0000     2.0000
   -3.37700     0.0000     2.0000
   -3.37650     0.0000     2.0000
   -3.37600     0.0000     2.0000
   -3.37550     0.0000     2.0000
   -3.37500     0.0000     2.0000
   -3.37450     0.0000     2.0000
   -3.37400     0.0000     2.0000
   -3.37350     0.0000     2.0000
   -3.37300     0.0000     2.0000
   -3.37250     0.0000     2.0000
   -3.37200     0.0000     2.0000
   -3.37150     0.0000     2.0000
   -3.37100     0.0000     2.0000
   -3.37050     0.0000     2.0000
   -3.37000     0.0000     2.0000
   -3.36950     0.0000     2.0000
   -3.36900     0.0000     2.0000
   -3.36850     0.0000     2.0000
   -3.36800     0.0000     2.0000
   -3.36750     0.0000     2.0000
   -3.36700     0.0000     2.0000
   -3.36650     0.0000     2.0000
   -3.36600     0.0000     2.0000
   -3.36550     0.0000     2.0000
   -3.36500     0.0000     2.0000
   -3.36450     0.0000     2.0000
   -3.36400     0.0000     2.0000
   -3.36350     0.0000     2.0000
   -3.36300     0.0000     2.0000
   -3.36250     0.0000     2.0000
   -3.36200     0.0000     2.0000
   -3.36150     0.0000     2.0000
   -3.36100     0.0000     2.0000
   -3.36050     0.0000     2.0000
   -3.36000     0.0000     2.0000
   -3.35950     0.0000     2.0000
   -3.35900     0.0000     2.0000
   -3.35850     0.0000     2.0000
   -3.35800     0.0000     2.0000
   -3.35750     0.0000     2.0000
   -3.35700     0.0000     2.0000
   -3.35650     0.0000     2.0000
   -3.35600     0.0000     2.0000
   -3.35550     0.0000     2.0000
   -3.35500     0.0000     2.0000
   -3.35450     0.0000     2.0000
   -3.35400     0.0000     2.0000
   -3.35350     0.0000     2.0000
   -3.35300     0.0000     2.0000
   -3.35250     0.0000     2.0000
   -3.35200     0.0000     2.0000
   -3.35150     0.0000     2.0000
   -3.35100     0.0000     2.0000
   -3.35050     0.0000     2.0000
   -3.35000     0.0000     2.0000
   -3.34950     0.0000     2.0000
   -3.34900     0.0000     2.0000
   -3.34850     0.0000     2.0000
   -3.34800     0.0000     2.0000
   -3.34750     0.0000     2.0000
   -3.34700     0.0000     2.0000
   -3.34650     0.0000     2.0000
   -3.34600     0.0000     2.0000
   -3.34550     0.0000     2.0000
   -3.34500     0.0000     2.0000
   -3.34450     0.0000     2.0000
   -3.34400     0.0000     2.0000
   -3.34350     0.0000     2.0000
   -3.34300     0.0000     2.0000
   -3.34250     0.0000     2.0000
   -3.34200     0.0000     2.0000
   -3.34150     0.0000     2.0000
   -3.34100     0.0000     2.0000
   -3.34050     0.0000     2.0000
   -3.34000     0.0000     2.0000
   -3.33950     0.0000     2.0000
   -3.33900     0.0000     2.0000
   -3.33850     0.0000     2.0000
   -3.33800     0.0000     2.0000
   -3.33750     0.0000     2.0000
   -3.33700     0.0000     2.0000
   -3.33650     0.0000     2.0000
   -3.33600     0.0000     2.0000
   -3.33550     0.0000     2.0000
   -3.33500     0.0000     2.0000
   -3.33450     0.0000     2.0000
   -3.33400     0.0000     2.0000
   -3.33350     0.0000     2.0000
   -3.33300     0.0000     2.0000
   -3.33250     0.0000     2.0000
   -3.33200     0.0000     2.0000
   -3.33150     0.0000     2.0000
   -3.33100     0.0000     2.0000
   -3.33050     0.0000     2.0000
   -3.33000     0.0000     2.0000
   -3.32950     0.0000     2.0000
   -3.32900     0.0000     2.0000
   -3.32850     0.0000     2.0000
   -3.32800     0.0000     2.0000
   -3.32750     0.0000     2.0000
   -3.32700     0.0000     2.0000
   -3.32650     0.0000     2.0000
   -3.32600     0.0000     2.0000
   -3.32550     0.0000     2.0000
   -3.32500     0.0000     2.0000
   -3.32450     0.0000     2.0000
   -3.32400     0.0000     2.0000
   -3.32350     0.0000     2.0000
   -3.32300     0.0000     2.0000
   -3.32250     0.0000     2.0000
   -3.32200     0.0000     2.0000
   -3.32150     0.0000     2.0000
   -3.32100     0.0000     2.0000
   -3.32050     0.0000     2.0000
   -3.32000     0.0000     2.0000
   -3.31950     0.0000     2.0000
   -3.31900     0.0000     2.0000
   -3.31850     0.0000     2.0000
   -3.31800     0.0000     2.0000
   -3.31750     0.0000     2.0000
   -3.31700     0.0000     2.0000
   -3.31650     0.0000     2.0000
   -3.31600     0.0000     2.0000
   -3.31550     0.0000     2.0000
   -3.31500     0.0000     2.0000
   -3.31450     0.0000     2.0000
   -3.31400     0.0000     2.0000
   -3.31350     0.0000     2.0000
   -3.31300     0.0000     2.0000
   -3.31250     0.0000     2.0000
   -3.31200     0.0000     2.0000
   -3.31150     0.0000     2.0000
   -3.31100     0.0000     2.0000
   -3.31050     0.0000     2.0000
   -3.31000     0.0000     2.0000
   -3.30950     0.0000     2.0000
   -3.30900     0.0000     2.0000
   -3.30850     0.0000     2.0000
   -3.30800     0.0000     2.0000
   -3.30750     0.0000     2.0000
   -3.30700     0.0000     2.0000
   -3.30650     0.0000     2.0000
   -3.30600     0.0000     2.0000
   -3.30550     0.0000     2.0000
   -3.30500     0.0000     2.0000
   -3.30450     0.0000     2.0000
   -3.30400     0.0000     2.0000
   -3.30350     0.0000     2.0000
   -3.30300     0.0000     2.0000
